"reviews","rating"
"Was having problems keeping WiFi connected on the Samsung Galaxy Tab S5e when I wasn't in the same room as the wireless router.  Other devices I have including the older Samsung Galaxy Tab 12.1 work fine in the same location.  Installed a WiFi signal strength analyzer and was able to see a significant drop in signal strength when my hand passed over the corner (like when in landscape mode and reaching with the left hand to change the volume).  The signal  strength would drop so low it lost the connection.  There is a definite flaw in the design of this that renders it unusable in most of my house when phones, laptop, and other tablets have no problem.  If I was right next to the WiFi router, the effect was not significant, but move to an adjacent room the problem occurs.  The problem was the same on both WiFi frequencies (2.4 GHz or 5GHz).I do NOT recommend this for purchase unless you are only going to use it in very close proximity to your router.  Although I loved the screen clarity, good sound quality/volume, and the light weight this had, it is unusable for practical use for me as a hand held tablet when it can't stay connected to the WiFi.  I am returning it.","1.0 out of 5 stars"
"I have mostly Apple and some Windows stuff, including a MS Surface Go tablet w/MS keyboard, and an iPad Pro 10.5"" with Apple keyboard.  I always wanted to try a Samsung tablet, but didn't want to spend a lot for an S6, so compromised with an S5e for a significantly lower price, but which still has great specs and terrific reviews.  I have to say I'm very, very impressed.  As an Apple guy, I seldom find products that match Apple's in quality - this clearly does.I like my Windows Surface Go - with its excellent Microsoft keyboard with embedded touchpad and mouse capability, it's the closest small tablet I have seen in approximating a desktop environment and usability.  However, the processor is decent but not extremely strong, and battery life is just OK.  I absolutely LOVE my iPad Pro as an entertainment and communication device, and it's extremely powerful, but it's awkward to use as a laptop replacement.  This Samsung does all of it well.  The keyboard doesn't have a touchpad, but you can easily add a bluetooth mouse, and in DEx mode, it's just like using a laptop - it may be Android based, but it's fast, slick, and runs all the critical stuff (MS Office, Chrome, my many home control apps,  email, etc).I added some pictures of the Surface Go, the iPad Pro (last gen., not the newest one), and the Samsung S5e in the middle.  I initially bought an aftermarket keyboard which I wasn't crazy about, and found the Samsung keyboard for this device at a local store on sale and have to say it's the best fit.  It clasps to the tablet in much the same way the iPad does with connectors, and doesn't require a bluetooth connection or charging.  Plus, the Samsung keyboard cover folds to a much slimmer profile than the aftermarket ones do.Screen quality - phenomenal - every bit as good as an iPad, maybe even better in terms of color saturation.  The Samsung device is noticeably smaller than an iPad Pro, but actually has more usable screen area due to its different aspect ratio and smaller bezels.  All three machines here actually have good retina-like screen quality, though the iPad and the Samsung are both brighter than the Surface Go.Sound - plenty loud and clear.  Four speakers.  Comparable to what an iPad offers.Battery life - haven't had this long enough to fully evaluate, but it's been booted up and on battery power for about 5 hours and is still at 71% charge with mixed use.  As good as or better than my iPad.  Seems excellent so far.  The Surface Go is the weakest of the three, probably lasting 5-6 hours on a full charge.  Have not had a chance to determine how well it holds a charge when off; Apple devices are typically outstanding.Interface - The Samsung in standard mode has a typical Android interface.  Not QUITE as slick as the iPad's, but close.  However, I fell in love with the DeX mode (first picture), which is as usable as any Windows or Mac desktop.  In fact, I had a small Logitech bluetooth mouse, and it installed easily and I can click around on the desktop like a regular laptop.  It's fast and responsive.  I plan on using mine in DeX mode 100% of the time.  You can customize the desktop and place icons on it just as in any desktop environment.  I downloaded MS Office, and Excel and Word open quickly and are completely usable - and with a mouse, it's much easier to use them, especially Excel, than it is on an iPad, despite the iPad Pro's stellar processor.Specs - This S5e is extremely thin, about as thin as an iPad, and much thinner than the S4.  Much thinner than the Surface Go, but about the same weight.  I got the 128GB version, which comes with 6 GB RAM.  Has a gorgeous, bright 2560x1600 screen.  The iPad Pro has 4GB for comparison.  Comes with adaptive brightness turned on by default, but you can turn it off.  Has a strong Qualcomm 670 processor which seems responsive and quick.  EVERYTHING responds and opens quickly.  The S6 tablet does have somewhat better specs, but I find the S5e completely satisfying in terms of speed, and this is coming from an iPad Pro.Storage - the base S5e comes with 64 GB on-board storage and 4 GB RAM.  The next level up comes with 128GB and 6 GB RAM., which is what mine has.  To get more base storage, you need to move to the S6.  It also has a slot that holds a micro SD card, behind a door on the side you have to pull off with a little pin (included), similar to the door that hides a SIM card on a phone.  So, the SD card is not visible at all when inserted, which is nice.  There is a ""My Files"" app that allows you to access and copy files.  I even transferred about 15 GB of files to the SD card on  this tablet with a USB-C drive from my Mac without issue.  It's a bit strange in that there's no ""Paste"" function; you ""Copy"" from one drive/folder and then ""Copy"" TO the target drive/folder.  When I had the external drive attached, the internal storage, SD card, and the external USB drive all showed up in the File  manager.You can also download and install a OneDrive app to allow access to your Microsoft files.  I installed it and it works well.  I also installed Google Drive with no issue.  There's a third-party iCloud app which I didn't try.  You can install apps from Google Play or the Samsung app store.Accessories - as stated, I got the Samsung keyboard, which seems to be a better fit and slimmer than the aftermarket keyboards, and allows connection via the connectors on the side of the tablet and therefore doesn't require a battery  powered, bluetooth connection.  I also got a capacitive stylus which doesn't require a battery like many of the pends out there.  I read the Samsung S-pen does NOT work with this device, so make sure you get a compatible pen.Security - this tablet allows you to set up access via a PIN, facial recognition, or fingerprint reader.  The Surface Go allows a PIN< password, or facial recognition (Windows Hello) but the iPad doesn't do facial recognition.  The iPad allows fingerprint authentication, but the Windows Surface Go doesn't.  The Samsung allows all of it.  In addition, there are numerous security features that will allow you to keep the screen unlocked if you have a trusted device nearby, or if you designate a trusted location, like your address.  Cool as heck and neither the Apple nor windows versions have that.  I will say the Samsung facial recognition doesn't work well when I have reading glasses on, and I have to remove them to use it - Windows Hello seems to work equally well whether I have glasses on or not.All in all, I am loving this thing,  For the price, it's an absolute bargain relative to its competition, and the quality feel and fit and finish are easily equal to any Apple product.  If you have a Samsung infrastructure but don't want to spend big bucks on an S6, get this - you won't be sorry.","5.0 out of 5 stars"
"First off---I am NOT affiliated with Samsung whatsoever . I am a previous owner of the original Samsung Tab S 10.5  wifi model. I simply wanted this new highly upgraded Tab S 5e with all the new superior features and especially more RAM in this particular model---it doubled my previous Ram from 3 to 6 GB! This new baby BLAZES--- PERFORMS LIKE IT'S HAIR IS ON FIRE. I gave my original Tab S to someone who does not have much money-- a solid Samsung and still working wonderfully tablet. You'd have thought I had given him a new car, the way he reacted. I bought my brand new Samsung Galaxy Tab S 5e directly from Amazon...also I have included a little comparison vs the Apple iPad ( all iPad models not compared one by one here because of space.... yet you will pick up on my intent here )  ------The inutile iPad that can't even expand internal storage up to 1 TB forcing you to buy higher storage at obscene prices? The dumb iPad with Wifi only that doesn't even have a screen that comes remotely close to the gorgeous Super Amoled display in this 'half the price' Samsung tablet with LTE? ( compared to an iPad )... (An iPad with LTE costs insanely even more!) The jurassic iPad that doesn't even allow seamless file transfers and file sharing to and from Windows PC's and many other accessories, thumb drives, external store and peripheral devices? Many Apple buyers I speak with are proud of their overkill, (largely superfluous for 99% of tablet users) they brag about their ultrafast bionic processor equipped iPad, however, it doesn't even offer a superb multimedia experience with AKG tuned, Dolby Atmos sound quality from four, yes, that's f-o-u-r high quality speakers like the Tab S 5e has. The iPad you say that doesn't even allow the simplest of customizations and flexibility like the Samsung tab's DEX mode or an equivalent desktop mode with multiple windows open for true multitasking and productivity? An iPad that can't even wirelessly mirror its screen to smart TV's without resorting to a wired dongle or an overpriced Apple TV accessory? Please do more research next time. A super powerful processor that is locked up in a jurassic, restrictive and suffocating system called a 'walled garden' which actually is more like a walled prison is just that: Another Apple product meant for just bragging rights--primarily. With the younger people ( 18 to 35ish )....it's their peer groups that usually render the ""Apple Sway"" to buy Apple products...I have seen this many times Only 1% of iPad users actually do some productivity work on it, but still 99% of the time its for media consumption, which gives you a TRULY AND HONESTLY INFERIOR experience compared to this less expensive Samsung tablet that costs less than half the iPad Pro. ( The previous sentence most likely says it all when comparing Apple iPads vs this Samsung Tablet model....oh the pen??....surveys say those devises that come with the pen are once again are very rarely used be it Apple or Samsung..its a knee jerk ""gimmick addition"" to get you to buy it---to spend more $$$. Do NOT get it. The extra gadgetry newness of it wears off quickly.Once again in summation--- THIS TABLET is the best tablet right now.---in comparing everything.. Much better than the cheapest iPad Pro for half the price or even less than half. Loud, excellent quad speakers with Dolby Atmos, beautiful Amoled display, long battery life, accepts 1 TB micro sd cards, Widevine L1 certified so offline movie downloads get played at full HD. DEX mode is excellent too! Tablet allows both wired and wireless connections to smart TV. Just use DEX mode if you use wired connection for sending video out from Netflix offline download to TV so video doesn't get resized (common problem when device is at an aspect ratio other than the TV standard of 16:9). A word of warning for Google Play Movie users: For wireless mirroring of Google Play Movies, don't update the tablet's built in Google Play Movies app. The newest Google play movie app version disables wireless screen sharing and also disables wired screen sharing so that you will be forced to buy a Chromecast. If you have accidentally updated Google Play Movies app, just uninstall it and it should revert back to the older factory version. Disable auto update to avoid Playstore from updating automatically your Google Play Movies app and other apps. (You can manually update the other apps).","5.0 out of 5 stars"
"Pros:I really like the tablet, mine works as intended. And is a great improvement over an older tab A 8in.Cons: However,  the supplied cord is unreasonably short. I can't plug it in anywhere in my house and have the tabel sit on a surface other than the floor. It's not even compatible with my USB tower. The battery drains faster while charging than it does not plugged in.  Samsung doesn't even have longer cords available for purchase.  I'm very annoyed at risking the safety of my tablet because a proper charging cord in a longer length isn't available for it.","1.0 out of 5 stars"
"I bought the Tab S5e and so far I am loving it. The screen is amazing at a 2560x1600 resolution so its great for media consumption. The screen also gets very bright I never have it at full brightness. Battery life is amazing. I typically get around 9-10 hours of screen on time at 80-90% brightness. 2 issues most people have with this tablet is the snapdragon 670 processor and the wifi connectivity dropping when you hold it a certain way. I can tell you that the tab S5e is very quick and snappy. I have the 128 gb of storage with 6 gb of ram version (which I recommend getting). The wifi connectivity issue only happens when you cup the top left corner of the display when you hold it in portrait mode and it only slightly drops for me. I typically have the tablet sitting on my lap, desk or holding it in landscape mode on the edges in the middle. So the wifi dropping is not an issue with me and I don't think it is an issue with most people. overall this is probably the best tablet to get for the price if you are using it for media consumption, web browsing, and some word documents. I highly recommend this tablet","5.0 out of 5 stars"
"Amazing tablet.  Screen is drop dead gorgeous.  Super light. Great sound from the 4 speakers.I have zero wifi issues.  Been using it for 4 days now and no dropouts or dissconnects when holding the tablet on the lower left side.  Could possibly be just a silly rumor set up by Apple loyalists who cant fathom Samsung making a superior/cheaper product.I definitely reccomend buying this tablet.","5.0 out of 5 stars"
"This tablet froze on me after 3rd day. Not because it's hot in my place( Seattle area btw), when I hit the back from the screen it froze and tried to press power button it would turn off. Never had an experience with my Samsung tab 10.1","1.0 out of 5 stars"
"I have two units of the Tab 5Se. Both of them has issues on touch sensitivity.  Sometimes,  I have to press the screen up to 5X for it to respond.  This is PAINFUL! It's like the old capacitive screen technology. Not acceptable.The rest, is okay,  including the sound.BOTTOM LINE. This is a piece of CRAP !SIDE NOTE. I have two of the galaxy TAb S2 9.8"" that did not have type of problem. But I wanted to replace it because of the screen size/ dimensions.","1.0 out of 5 stars"
"First off, I have very different needs from most folks. I do comically little recreational content consumption. I need a tablet for scholarly papers, software documentation, and light remote system administration work. I had to grudgingly upgrade as my current Tab S2's battery life was getting down to just a few hours.A quick review for folks who just want content consumption (nerds, feel free to skip this and read on below:This tablet is very likely what you've been looking for. The display is absolutely gorgeous and battery life is solid. The expandable uSD slot has been phased out by most other companies, but it's thankfully still there. Something else to bear in mind: There is no headphone jack. I know that I'm in the minority on this one, but its absence doesn't bother me in the slightest. On my older tablet, the headphone jack is a magnet for dust, lint, and rust. I don't think I've ever used it and am happy that it's gone. There are no hardware buttons. The power button is slightly recessed and doubles as the fingerprint reader. The reader is extremely fast and naturally placed.Did I mention the bloatware? No? Because there isn't any to speak of! For clarity's sake, my definition of ""bloatware"" is a preinstalled application that cannot be removed by the normal uninstall process. I'm told that they can be ""disabled"" but you're relying on the operating system to pinky-swear that it won't accidentally re-enable it (looking at you, Microsoft).Now, there is some preinstalled software. Spotify, Netflix, Microsoft Office Trial, various half-baked Samsung applications trying to compete with Google. Of these, only Netflix and a few Samsung applications which feel like they're an integral part of the operating system, are impossible to remove. Again, Samsung lets you remove a lot of its own applications! And not having Facebook and its data slurping ilk permanently installed? Huge, and some serious props are in order to the decision makers at Samsung.Warning: Here be nerdy dragonsOkay, nerds. Let's get to the nitty-gritty. This thing actually is perfectly usable out of the box. I know! With that said, I still believe that root access is important enough to warrant some tinkering. It took me about 2 hours to go from a stock system to a rooted one with a custom image.The bootloader is easy enough to unlock. You'll have to wipe the device and you'll from now on see a scary message on boot cycles, but that's a small price to pay. The tricky bit is that every boot cycle that you go through (at least in my tinkering) has to be done after an internet connection has been established and you still want to go into the developer settings and ensure that ""OEM Unlock"" is still visible and toggled. A few times I found myself in the dreaded, 7 day jail, where apparently Samsung thinks you need a 7 day cooldown period to make sure that you really really want to tinker with its software. I got around this by using an obscure hackers trick I like to call, changing the date on the calendar to 10 days prior.Installing TWRP in download mode was simple enough, from there everything should be familiar to any ROM hacker out there. I used an unsupported build of LineageOS. No complaints so far. I've been in a blissful state of a vanilla Android environment with system level ad-blocking and the ability to add new features (DLNA streaming, custom Bluetooth codecs, oddball filesystem mounting support, etc) at a whim.I long for an actual FOSS alternative to Android and iOS. But until then, this is a surprisingly hackable device. I really wanted to give 4 stars for the 7 day waiting period. But the absence of bloatware is such a huge feature it almost overrides everything else.","5.0 out of 5 stars"
"I bought this tablet to replace an aging and very worn original Galaxy Tab S.  I am NOT disappointed.  It's about the same size, is much faster and does what I need it to do.  I mostly use it for email, social media apps and a few games.  The S5e is lighter than the Tab S and the battery life is much better.  I was concerned with the lack of an audio jack, but the S5e came with an adapter cable that allows me to use my old style ear buds without having to purchase a Bluetooth set.  I'm very happy with my purchase.","5.0 out of 5 stars"
"So I was vey happy becouse weight and design is very nice, but when I checked wifi connection, tablet looses it when I have it in my hands !! :@ so shame of Samsung ! What can I do now ? Is it technical problem or should I wait some new sistem updates to fix that problem ?","1.0 out of 5 stars"
"I use my tablet mostly to read newspapers and books and to watch TV online when I am on vacation, which is much more comfortable when I can prop it up on something (a pillow, my stomach, or stand of some sort). Also the design of the cover I bought  (Infiland) will only prop it up in landscape and makes it very clumsy to hold in the hands in portrait mode.So it's very disappointing that this tablet at least half the time fails to rotate to landscape so I end up having to remove the cover to read in bed. Unfortunately I kept thinking I'd find the trick to make it work, so missed the return period, but for anyone who wants to read from it I don't recommend buying it.","2.0 out of 5 stars"
"UPDATE #2:I was aware that the early 2019 models had a Wi-Fi  antenna glitch where as in certain up/down or left/right positions while handling/holding the tablet would cause the Wi-Fi to drop out or lose effect, i thought they would have fixed it wilh a firmware update or patch but the problem still exists.... I was told by Samsung that it was a hardware problem and the person immediately said ""like the I-pad had""-- I said so what is the fix and he said ""we are working on it that's all I know""-- I then responded by saying is it covered under warranty? And he said ""no' --then "" I don't know. I said which is it? he said ""I don't know""OK, so it does it a small amount of the time but it sill annoying and at this price, day and age in Wi-Fi this should not even be a problem... I will send a letter to Samsung that i expect them to fix this or replace this or i will make a civil claim against them...UPDATE: Regarding connecting this to a Samsung phone--Even though the Samsung descriptions says it will work with:ATT--VERIZON--T-MOBILE--SPRINTIt does say others phone carriers may ""Vary""What I was told is that there is a ""Compatibility and Continuity issue"" - SamsungAfter being persistent in pursuing the truth and a real reason on what ""vary"" means the ""Senior Samsung"" agent said ""it will not work with any carriers"" other than the for listed above... Samsung should just say that so that there is complete transparency so customer can choose wisely... Having said that --- I will keep the tablet and drop the rating by one star.INITIAL REVIEW-Very capable tablet-right up there with I-Pad Pro-- Samsung put the right things together to make this work well. I am still having some trouble getting this set up with my Samsung phone to take and receive message and calls, but I think it is a glitch in my own head... Remember when you would get a phone book size manual with computers? I purchased this also and it is big deal for me because of my eyes... It has the Super OMLED screen...It has a stunning and beautiful picture that looks like by new generation (2019) Samsung 4K UHD HDR up scaling smart TV... I almost think it has some up-scaling capabilities but they don't actually say that...I watch allot of YouTube- Prime Video-- Netflix late in the evening and it is a pleasure to look at... I am  a little dubious about their claim on 5 days for a charge, but then again am watch power hungry videos.... You will like this!","4.0 out of 5 stars"
"I am really enjoying my 10"" Galaxy Tab S5e tablet.  I chose the rose gold back and was pleasantly surprised to find it very attractive indeed.  I ordered the 128 GB to give myself plenty of future space.  Before I unpacked it I waited for the Omotion tempered glass screen protectors, that I ordered with the tablet, to arrive so my new tablet could start out fresh with no fingerprints all over the screen.  Glad I did cause it turned out amazing.  Those are wonderful glass screen protectors and I am very pleased.  They are very clear and do not hamper the clarity of the screen in the least.  Very easy to install, with very clear instructions.  The tablet is wonderful.  I had no trouble loading on the apps I use and there does not seem to be any lag time in what I have used so far. The battery life is very good.  I read reviews complaining about the fact that there is no 3.5 headphone jack in the tablet, which made me do further research before I bought it. What I learned convinced me it would be OK.  And it is OK. It comes with a 3 & 3/4 inch dongle adapter that has a 3.5 connector on one end and a plug-in that attaches to the charging (multi-purpose) port on the other end. I just leave the dongle attached to my earbuds and it works very well. The only drawback might be that you wouldn't be able to charge the tablet and listen through earphones at the same time. I just keep it charged when I am not using it and have not had an issue with it so far.  I have used the tablet for online shopping at Amazon and other sites, and for watching movies on Netflix and Amazon Prime, and for reading eBooks and listening to audio books on Nook and Walmart eBooks, and I play a few simple games like 7 Little Words and Solitaire. Of course I have to also check out the weather report regularly.  I am having fun exploring the possibilities of new apps. So far it has responded admirably to every task I have asked of it.  I do recommend this tablet, and the shipping was really fast too, even before I signed up for Amazon Prime and their fast shipping promise. I am very satisfied with my S5e.","5.0 out of 5 stars"
"I switched over to the S5E from an ipad pro, which was old and having issues. I didn't want to throw down the money for a new one and figured I'd give the samsung a chance, since I love my S10E. My mistake. The screen is awkwardly elongated, but is actually an amazing screen. The battery life isn't half bad.The issue is with the touch sensitivity and lag. Now that this tablet is 6 days outside of the return period, it's laggy in responding to touch and sometimes requires me to repeatedly poke at the screen to get it to register. Now I'm stuck with this tablet that I hate. I should have gone with the ipad.","1.0 out of 5 stars"
"This is my third Android tablet (after two Nexus 7 lasted longer than expected). It is difficult to move from pure Google hardware - I had also Nexus 5X phone - because each brand name comes with their own bloatware and Google replacements. But that was not so bad. Otherwise I am thrilled: speed, video, battery life and overall feel are excellent. The only problem I have is with sound dongle (unit comes without stereo jack) as it makes difficult to charge when used for long video-conference. But this is expected today - and bluetooth headphones solve the problem. I added to it USB-C dongle with external video and multiple USB connectors for keyboard and mouse, and I am happy without the need for a laptop.","5.0 out of 5 stars"
"Have had lots of Samsung phones, watches and tablets.  Very disappointed that this one kept crashing, out of the box.  Samsung tech support was useless, as usual.  You are always better off searching for answers in product community forums.  Unfortunately, no suggestions there helped with this Tab S5e","2.0 out of 5 stars"
"I recived my tablet today and so far, it's exactly what I wanted and expected. I'll update my review as I use the tablet.  I've used a Lenovo, a kindle fire and other Samsung tablets.Pretty excited!Edit June 1: great tablet! I have not experienced some of the Wi-Fi issues that have been reported.","5.0 out of 5 stars"
"I love the form factor and build quality of this unit. Those alone would overcome the bloatware, which is significant and immutable. but the reason I would advise you against purchasing one of these is that the Wi-Fi is really quite poor. The issues are not limited to a particular location on the unit. The Wi-Fi is way below usable in many situations. I have tried it on more than a dozen networks and it is consistently weak and prone to drop offs.","3.0 out of 5 stars"
"The Galaxy Tab S5e has a Super AMOLED display that looks gorgeous with rich colors, excellent contrast, and deep blacks but problems start to appear almost as soon as you start using the tablet.  The display can't be calibrated (which was a feature on earlier Galaxy Tab models) and offers touch response that can be shockingly bad--while using basic everyday apps I sometimes needed to touch the display three or four times before a touch would register which is worse than the performance on a $100 budget tablet from Chuwi.I was then surprised to not experience that same touch response issue playing games. I downloaded two different screen test apps from the Play Store and the display operated perfectly with no touch response issues at all.  Samsung's Game Optimizing Service built into the OS most likely ramps up the power into performance mode so gameplay is smooth.  The display test apps are apparently treated just like games and get the same high-performance treatment which is touch response registers very differently in testing than during regular everyday use.Another issue that plagues the S5e display is a very pronounced jelly effect while scrolling within certain apps.  Complaints of a jelly effect when using Chrome instead of Samsung's own internet browser are widespread but I found one of the worst offenders to be the Samsung Member's App--the jelly effect was so bad I couldn't stand using the app and decided to completely uninstall it.There's also a known issue with internet connectivity being cut off when you hold the S5e by the corners in portrait mode because your hands block the antenna.  This design flaw was noticed by purchasers and reviewers almost immediately after the S5e shipped out and there's a warning about it on the Consumer Reports website.  It doesn't seem possible the S5e could have gone through testing without Samsung discovering the problem so the likely explanation is Samsung did know about the issue but decided to sell the S5e anyway.The display also has a lower-resolution than Samsung uses on many of their smartphones so if you want HDR certification for Netflix streaming you can forget about it--at best the display can play video at 1080p although many owners have reported 720p video streaming.  I don't see any way that watching a movie on a 10.5"" display at 720p isn't a lot more preferable to 4K HDR on a 6"" display but a lot of people are obsessed with hardware specs and will consider Netflix on the S5e inferior to watching it in 4K HDR on their smartphone.The biometric authentication on the S5e is also below average at best.  You get a very unreliable fingerprint scanner on the side of the tablet that also doubles as the power button.  Unless you are using a case with a cutout for the power button the fingerprint scanner can be difficult to locate by touch and it usually takes me 2 or 3 tries before my fingerprint is recognized.  There's also a useless face unlock option which might have actually worked three times in the first two weeks I've used the tablet.  It's so worthless I've found myself shocked whenever I didn't need to use the fingerprint scanner instead.  The S5e does at least have the normal Android smart lock options allowing you to keep the tablet unlocked at specific locations you choose (like at home--the location positioning isn't accurate enough to unlock only in your bedroom but not in the rest of your home) or when the tablet is connected to specific Bluetooth devices which reduces the need to rely on the tablet's poor biometrics.The Samsung Galaxy Tab S5e is actually nice for watching videos from Netflix or Amazon Prime and for listening to music (the speakers sound great).  The ability to add a MicroSD card with up to 512GB of storage also gives you a lot of room for downloaded videos and music when you don't have access to reliable WiFi.  The WiFi problem on the S5e specifically affects faster 5GHz connections but when streaming video in landscape mode WIFI should be reliable.  This tablet is also pretty good for games.  Overall touch response also improved after a couple of weeks although I'm not entirely sure why.  There isn't a performance mode that can be enabled by a user but the OS includes power optomization that changes the power settings based on your usage.  It's possible the OS decided to give the display more juice which is why it eventually started working better.The S5e receives the terrible software support Samsung is notorious for.  Right now it's April but the S5e is still on the January security patch.  Currently, Samsung is focused on updates for their obscenely overpriced S20 series phones and higher-profile devices like the S10 series so it could be a long wait before the s5e receives another update and since Samsung has a new tablet coming out soon things will only get worse.Samsung makes mediocre phones priced much too high and that applies as well to this tablet.  With so many issues the current asking price of $479.99 for Galaxy Tab S5e is much too high.  I only recommend this tablet if you can find it for $200 or less.Update:This tablet has grown on me slightly, mainly because the touch response issues reduced (but never completely disappeared) over time but I still couldn't recommend the Galaxy TabS5e at this price point.The lack of an update to Android 10 for such a new product was an irritant at first but it has turned out to be a blessing in disguise.  The December Android 10 update for the Galaxy S10+ has been ludicrously buggy, making the $1,000 phone unstable and sometimes barely usable.  Despite an abundance of bug reports from owners nearly 5 months later there still hasn't been a single bug fix.  For this reason alone I would never buy another Samsung product.While it pains me very much to say this if you can't find a good alternative to Samsung when it comes to Android Tablets then I would recommend buying an iPad instead.Chuwi sells some budget tablets officially on Amazon complete with warranty but anything from their brand priced below $300 that I have used has been junk.  Chuwi makes some reasonably good quality tablets and laptops (although Xiaomi, Huawei, and even Telecast are all better choices) but Chuwi doesn't sell anything even halfway decent below the $300 price point.  Since Android tablets are a niche market in North America (they're a lot more popular in Asia) Samsung pretty much has the Android tablet market all to itself here unless you're willing to buy a Chinese tablet.  At around $200 less than Samsung's charges you can get an excellent Chinese tablet that's sleeker, snappier, and more innovative than anything from Samsung but low-cost Chinese tablets that seem to be fantastic bargains and sometimes even have impressive on paper specs are never good products in my experience so consider yourself warned.","2.0 out of 5 stars"
"When we received this item it had what looked like a very small chip in the bottom left corner of the tablet.My wife was ready for a new tablet and as this was not a big deal we let it go.Now we have cracks along the bottom edge and across the bottom left corner of the tablet even though it has been in a case sense day one and never left the house.I would suggest people take a good look around before buying things like this on amazon.This is not my first high tech item to go bad but it will be the last I buy from a mail order.","3.0 out of 5 stars"
"Opened box, removed tablet. It’s really thin and light, so first thing I did was put into a case.Powered on tablet and set it up, there are a lot of settings for Samsung stuff.Set up finger prints, the power button fingerprint reader works well once you get used to it .I have the 128Gb model, so I have 6 Gb of RAM.I have been using this tablet for primarily streaming videos from amazon and Hulu. No problems with buffering or stuttering. Screen looks good, color saturation is good with none of the overblown cartoony colors of past Samsung devices.I have not experienced any of the WiFi death grip issues reported on the web. Maybe I’m just holding it right or it’s the case. Either way, solid network performance.Audio volume is a bit weedy like most Android devices, unless you turn on the Atmos setting. Don’t know if it is giving me any kind of surround sound but it does make the output louder through headphones. Since Android now includes LDAC (Sony’s Bluetooth protocol for better sounding audio) and I am using Sony headphones, Bluetooth audio sounds good and no issues with connection.I have tried split screen mode, watching a streaming video and surfing the web. Worked nicely.One side note. Google really doesn’t do much to support Tablets in Android. iOS apps will have a separate version for iPads, tailored for the tablet. Not so in Android.","4.0 out of 5 stars"
"The keyboard and screen is better than the Google Pixel C that this replaced, online videos , MLB TV, Plex and YouTube all play great.Setup was easy, 15 minutes,  and you can actually migrate all your apps from your old android.I'm not sure about all the negative reviews, guess I'm lucky and got a good working new tablet.The reports about the wifi dropping is not entirely true, the signal drops by about 1 bar if you cover the left bottom corner,  but the wifi stays connected.","5.0 out of 5 stars"
"Looks nice, great screen, etc., but before the unit even fully synced or charged, it locked up.  No single or collective set of the power button, volume button combination does anything.  Returning ASAP.","1.0 out of 5 stars"
"Been using this tablet for two weeks now. My second Samsung android tablet. Screen is beautiful. Performance, meaning Internet, running apps and everyday use is blazing fast. Things load faster than my Samsung i7 core laptop. I'm fully entrenched in the Apple eco system being an iPhone user for a decade. I prefer Galaxy tablets over iPad's because they are a great adjunct between the windows world and IOS. For half the cost, can't  beat it. Email, web surfing and other functions work great for my needs. Not quite a replacement for a laptop but close. I use this more than my laptop. Can't comment on gaming performance coz I'm not a gamer. I would imagine it performs well. Regarding complaints about wifi being dropped, haven't experienced that myself. Extremely satisfied with this tablet and would highly recommend it.","5.0 out of 5 stars"
"Very disappointed with this tablet. It freezes and restarts often when playing games like solitaire. Also has connection problems.  This is the second one I purchased thinking I just got a bad one. I am waiting over a month for my refund from Samsung for the first tablet","2.0 out of 5 stars"
"NO:  S-pen despite the manufacturer's comparison chart in the ad here on Amazon.NO: Jack for headphones > if you want to use headphones you must use the included USB-C to 3.5mm Headphone Adapter.  This was to keep the tablet thin.NO: USB C to USB C cable to transfer memory to this device.  There is a USB-A to USB-C cable, but if you wan't to transfer memory from another Samsung tablet or phone, you'll need either a USB-C to USB-C cable or you'll need a USB-A to USB-C adapter.  Samsung was too cheap to include the needed parts, nor did they explain what would be needed in the instructions.  Fortunately I was able to find the needed adapter in the box for my Galaxy S10 box, otherwise I would have been stuck.Very thin & light.  Quality build.Battery drains faster than expected.[I purchased the 64 GB]","4.0 out of 5 stars"
"After a good 5 years with my first gen Galaxy Tab S 10.5 I tried the Google Pixel C as a replacement and it was pretty good, but I had bought it right before it was discontinued and support was ended for Android updates (besides security patches), so I returned to Samsung to see what was new. I checked out the flagship Galaxy Tab S6 which was awesome but more than i needed. The Tab A was too cheap and i disliked the aspect ratio for the screen display. I had passed on the Tab S2, S3, and S4 primarily because they took away the 10.5"" display. When I saw the S5e I hadn't heard about it so after checking it out and finding its the mid-level tablet and it was the newest release from samsung (Holiday 2019) and was reasonably priced, I jumped at purchasing it. Performance is great from the Qualcomm Octacore processor, it has alot more storage than my old Tab S has, is fully featured with Super AMOLED Display, 10.5"" edge to edge display, adaptive fast charging capability (The old Tab S took all day to fully charge), compatibility with the S pen, and is super thin and even more lightweight than the Tab S was. Plus it features quad speakers tuned by AKG (just like the Galaxy S10 smartphone) and the latest Android OS as well. It is a smart choice for someone looking for something not quite flagship Tab S6, which is geared more toward a desktop replacement/productivity tablet, but something more than a cheaper no frills entry level tablet like the Tab A Series.","5.0 out of 5 stars"
