"reviews","rating"
"I imagine if you are reading reviews you are more interested in user experience than specs, so I’ll just say that this is my third iPad in about 7 years, and it comes very close to replacing my laptop.  iPad OS will add even more capabilities, but I already feel like I can manage my workflow on the iPad Pro.  File management is still not ideal, but it’s hard to fault the iPad for that as it’s not the main purpose.If you can justify buying the bigger screen, I would highly recommend it!  It’s no bigger than a legal pad (even with a case), and I have always been happy to have the space, whether I’m showing documents to clients or watching movies.","5.0 out of 5 stars"
"Very light-weighted compared to the 2nd gen and previous iPad versions. Apple designs it with almost full screen utilization that makes the iPad size smaller to the 2nd gen but keeping the same 12.9 screen size. Battery is Okay. I use it mainly for high resolution games and movies. I would suggest to go with 1TB if you are a heavy gamer and play mostly high resolution games. The data and updates will take up the majority of the space and will fill up your storage very quickly. Battery is fine. It normally lasts two days till recharge. I wish it can have the option with the white version just like 2nd gen. Hope they have it there on the next gen. It does not comes with Home button which takes me a while to figure out all the possible gestures as I’m used to the previous version of iPad. The screen edge is also very thin which leaves very limited space to the front camera. I find it a common issue to constantly having my finger block the front camera which iPad use it for face recognition. The type C port is also new to me. I normally use my iPhone charger for my iPad, but this new port type makes things more complicated. I would suggest purchasing a type c to usb connector, otherwise, you would need to bring additional charger for long travel.","5.0 out of 5 stars"
"This is by far the best iPad on the market. The screen is beautiful and it is better than my surface pro 4 for the pen interface. I love procreate and I have enjoyed using it for the last month now. The battery can drain if you are running a high graphics game. (Example: I was playing civilization and the battery lasted about 5 hours, it has to process a lot of information when you are on turn 400 and it accounts for every unit and every city, probably around 200 actions to process each turn.)I love the tablet it’s ease of use is the main reason for my getting it, compared to any computer, this is quicker and more conventient. When I only have a couple minutes to do something the iPad is the only solution when compared to other computers and tablets.","5.0 out of 5 stars"
"So far so good!  I love it.  It’s has been a little difficult to find the accessories I want because it’s so new....either there isn’t an option yet or options are limited.  I don’t love the boxy-feeling edges, but that’s just me - you pay for how Apple products feel or make you feel.  It’s a little heavier than I expected, but I’ll live.  I’d definitely buy this again if I had to do it over.","5.0 out of 5 stars"
"I upgraded from a gen 1 iPad Pro 12.9 that I have used daily for work and personal use over the last 3 years. My old iPad Pro was experiencing intermittent “screen insensitivity”- I am offering it life coaching. I have been an Apple aficionado for nearly 30 years (oof- getting old).PROS-The Apple Pencil 2 experience is significantly improved, writes:draws very smoothly-faster processor “feels” a bit quicker-larger on board storage capacity is nice-on board pencil charging is niceCONS- “Face ID and swiping” is significantly less convenient than a simple “home” button. For a design-centered company who also makes technology products this is a “miss”.-The charging cable is a USB C with 2 male ends. So, if some of your tech isn’t brand new you will need an adapter or different cable that “may or may not” work. Extra cost, extra inconvenience.-Thin body “flexes” more than my old one-Expensive-still no OLED screen (yeah I know, that would add a lot to the cost)For something that costs as much as a VERY nice laptop and is in gen 3 I’d expect improvements rather than stepping back. Part of me is wondering if I shouldn’t have just bought a Gen 2 ipad, kept the “home” button and saved a few bucks. The other part of me uses the Apple Pencil 2 A LOT and tells that other part to shut up and get with the program.","3.0 out of 5 stars"
"This iPad is so powerful and capable for your average consumer and artists alike. Paired with a good keyboard, and soon with the new iPad OS (13) enabling a wireless mouse - it's the most portable and secure Apple computer/tablet yet.I love drawing and designing on this. I was a little shocked by how small it looked at first with the new bezel design/face ID. I liked the first iPad pros because of how considerable they looked, but I can't deny how much better this looks, how smart and more convenient this is. And the screen size is still there. They should've made the screens even bigger!Face ID is so quick, and I love that A. it works in every orientation, and B. it tells you when you're covering the camera. Fool proof. Charging my apple pencil and smart keyboard on it is effortless. Colors and definition on the screen are gorgeous. And with continual software updates, this iPad will just get better and more capable. I purchased the 64GB model and I'm so happy I did. Unless you work with a LOT of video/local HD files and don't have a Computer/alternative storage to transfer things to, I can't fathom why you'd need more. So far my apps hardly need storage, and even though the camera is great. I don't see myself taking a lot of photos on this like I would my iPhone. Procreate files are very light, and that was my biggest concern when deciding on capacity. If you don't need a lot of HD video files offline and have somewhere to transfer your data - you'll be sitting on free storage and you're better off saving yourself the money and investing in the apple pencil/wireless keyboard/USB-C hub.Surface Pro, Apple is catching up! Better watch out.","5.0 out of 5 stars"
"iPad arrived in two paper box - one small box inside one big box, no cushion of any kind.Bluetooth just won't connect. Tried many ways: Turn the iPad Pro off and turn it back on, turn Bluetooth on/off, turn Airplane Mode on/off, turn Wi-Fi on/off, reset Network Setting, then turn Bluetooth on/off again... I'm taking it to a Apple Store tomorrow, will update later.Update: Apple Store tech support fixed bluetooth connection problem, ran system diagnostics, everything is fine now. Change from two stars to four stars.","4.0 out of 5 stars"
"like older version better. i hate theres no headphones jack, no fingerprint reader, hate the price.","2.0 out of 5 stars"
"I purchased Third generation iPad and Apple Pencil 1(Linked with iPad Pro 12.9 3rd Gen) as a surprise gift for my son.This is not a review for iPad or Apple Pencil 1 but as one reviewer said earlier that Amazon linked Apple Pencil 1 purchase with 3rd generation of iPad and this Apple pencil 1 is not compatible with third generation iPad. I will not be as brutal as other reviewer of giving 1 star but this mistake will unnecessarily put customer through hassle of return and refund. So please wait for availability of Apple pencil 2 to use with 3rd generation iPad. Amazon though provided refund for pencil, I lost some of the original refund as pencil was wrongly purchased due to its linking with purchase of this iPad. Apple Pencil 1 description do not mention any thing on compatibility with 3rd generation iPad so I have to admit this one as my mistake for not doing proper research. Still gave 4 stars for linking wrong pencil with this iPad and not for performance of either of devices due to their refund policy.Now the fun begins.....When brand new iPad was in process of setup its screen stuck on Apple Logo and never moved out of it even after going through tech support or hard reboot processes on device or through iTunes.  iPad remained stuck on apple logo right out of the box I was never able to go to home screen. This killed all the joy that my son could have for having new i pad for his early Christmas gift. He only got surprise factor of having new iPad but a non functioning one.I believe that this is ""rare"" failure for third generation well advertised flagship iPad from Apple. I took iPad to Apple Store and they placed my iPad in ""Device Capture"" to send it to their research team for root cause analysis for this booting failure. Though I was not able to use iPad I still gave 4 stars for their exceptional service on replacing my iPad. Unfortunately no Apple store carries that iPad so I have to wait for my device to be delivered to Apple store. One star less for spoiling fun for my son of having new iPad.Only other part Apple is not good about is when they are in transition mode they fails to provide transition cables with iPad. This iPad have cable for charging and data that has USB-c on both end. i.e one end goes to iPad and one end goes to chargers. Prior generation iPad had USB-A port on charger end and lightning apple pin on iPad side. If someone wants to connect this iPad to desktop computer or Mac to use iTunes or large data transfer they will not be able to do it if their CPU or Macs are more than one year old. You have to purchase additional cable that have USB-A on one side and USB-c on other. Newer Windows CPU and Mac has USB-c ports but most people will not have newer CPUs or Mac that have USB-c ports. It is imperative for Apple to provide transition cables to reduce financial pain and wastage of time for their customer. Japanese electronic companies always provide additional cables of various types when they are in transition from one technological point to another. Not seen with Apple even though they sits on billion of cash.Hope this will help customers what to expect from 3rd generation iPad pro and what you should and should not purchase while getting this new iPad.I will still give one last missing star if Apple/Amazon will find some way to bring back the lost smile that my son had.","4.0 out of 5 stars"
"I own an original iPad, and felt it was time to get a new one. The iPad Pro has great screen quality and is thinner than the original iPad. The software is very fast and smooth as you would expect from a new Apple product. However the battery life seems to go down slightly faster than the original iPad. I did not perform any actual test, this is just personal experience. With that said the iPad pro does charge faster. This is probably due to Apple using USB-C instead of their lightning plug.The new iPad pro charger has change from Apple's unique lightning plug to the standard USB-C plug. You will not be able to use old iPad chargers on this new Pro model or vice versa.","4.0 out of 5 stars"
"Less than a year of owning and iPad 12.9 inch, my screen cracked.  I alway's keep it in Apple's keyboard case, and did not drop it.  This device is SO fragile.  My confidence in Apple is gone.  Probably my last Apple produce :-(.","1.0 out of 5 stars"
"I bought a 2nd Gen iPad in 2011.  As with all my Apple products, I thought it would be great, being someone who loves technology and the design and user-friendliness of Apple products in particular despite the cost differential over other ""similar"" products.  The next six years, I had a very expensive paperweight.  Not that the iPad wasn't a great product, but rather I always found myself using my iPhone or my iMac.  After 6 years, I gave it to my mother and chalked the $1000 I had spent up to a learning experience.  A few months ago, I decided to scratch the itch of wanting a new tech tool to experience the iPad's evolution from 2011 to now.  I told myself this time it would be different.  Girl, is it ever.  I decided to go for the 12.9-inch, 256GB iPad Pro with cellular service.  Go big or go home, right? More like, go big and no need to go home!  Paired with the 3rd Gen case with keyboard, I bring the new toy with me everywhere I go and don't run into the feeling that I have to wait until I get home to my iMac to accomplish what I would like to.  The speed, the ease of use, the beautiful image quality and the sleek design.  I am constantly using this iPad.  The only ""regret"" I have is opting for the 2nd Gen Pencil at the same time.  I don't use it often.  Maybe I need to explore the advantages of the pencil, and hopefully I will, but I definitely could have gotten by without it.  I highly recommend this product.","5.0 out of 5 stars"
"Purchases IPad Pro 12.9 + pen, July 2019 $1.400.02 That includes tax. Apple includes a ridiculously short 40"" USB-C connector. Apple charges a lot of money for all their products Is it too much ask to include a 6 foot or 10-foot cord? Immediately purchased a 10-foot USB-C connector from Amazon.https://www.amazon.com/gp/product/B07CWC3BSF/ref=ppx_yo_dt_b_asin_title_o02_s00?ie=UTF8&psc=1","4.0 out of 5 stars"
"This product has all the:- Multi-tasking w/great RAM utilization- Fast and reliable processing speed- Gorgeous highly functional 12.9"" screenOf a next generation Laptop.It also has (what most Laptops do NOT):- Touch Screen w/Apple Pencil stylus support- All-in-one device design in a light and thin frameWith the upcoming release of ""iPad OS"" later this year (Fall 2019), this is a strong candidate for the most viable laptop replacement ever made.It pairs incredibly well with:- Hyperdrive 6-in-1 USB-C Hub- Apple Pencil 2.0 (magnetic charging & attach to iPad)- Brydge 12.9 Pro (full wireless detachable keyboard)- Apple 12.9 Smart Keyboard Folio (for more ""folio"" and less keyboard)- Apps: Adobe Lightroom for iOS, Serif Affinity Photo & Affinity Designer (perfect for Photography)","5.0 out of 5 stars"
"Larger, a litte bit faster, but not really better than my old iPad-2. The screen reacts very insensitive. Very often I have to touch a letter 3 -5 times intensively to get it written. An old Apple-disease which is still sticking at the newest Model. Bad!","1.0 out of 5 stars"
"I've always stuck to the Android devices, phones tablets, etc.  I wanted a tablet for art and drawing.  Samsung makes the 10.5"" Galaxy Tab S4 that is a really nice device.  The drawing/art/writing on the Samsung devise does not compare well when using both devises together.  I purchased the Tab S4 and still have it as it is a really nice device for most uses.  I'd give the Tab S4 a five star rating if I were to review it.  However, the drawing/art/writing does come close to the Ipad Pro.  When using the Samsung, there is a noticeable lag when writing or drawing.  When I write slowly, the lag is imperceptible; when I write more quickly, the lag becomes more apparent.  Also, the pen with the Samsung is not nearly as nice as the pen you can buy with the IPAD Pro 12.9 2018.  The pen is expensive, but I find it is really worth the money as it provides an experience that no other device I've tried can come close to.  If I compare the Samsung to the Ipad Pro without consideration for writing/drawing/art, I would honestly rate them equally for my use.  The pen experience with the Ipad is amazing, though.  How ironic that Samsung has been perfecting its pen use for a decade (Samsung Note phones and tablets) while Apple spends a couple years developing its pencil and it is decisively better.  I love Samsung products (tablets, phones), but for my use in writing/sketching/art the Apple is clearly the better device.","5.0 out of 5 stars"
"Out of the products apple released in 2018 this is my favorite. This is my first iPad since 2012-2013 and the design, the weight, the extra large screen perfect for multitasking. Sound is great. And forget about the screen. Yes it’s sub 300 ppi but seriously it doesn’t matter. It sounds excellent. Great multimedia power house. With the pencil it’s even more useful!  I started journaling again!","5.0 out of 5 stars"
"The screen keeps freezing up for several seconds at a time. Never had this problem with an Apple product before...","2.0 out of 5 stars"
"I am impressed with the design. This one has got a great display. It's not OLED, its LCD5 microphones compared to the 2 microphones in the old genration.It has got face ID to unlock .I have been doing  a lot of drawing after i got apple pencil with this and I love it. My only regret buying this is that I wish i went with the 11"" version coz its easier to hold.Overall, it's really expensive but I am glad about the upgrade.","5.0 out of 5 stars"
"I felt guilty buying yet another device when the ones I have are “fine”. I struggled to justify it.. but wow, it’s really nice! Extremely snappy/fluid, appreciably more so than any other iOS device that I’ve used including the Xs. Aside from cost this thing is a joy to use!","5.0 out of 5 stars"
"Pretty amazing tablet! The apple pencil feels great- second to the feel of Wacom products. Procreate is a nice and intuitive app as well.Personally, I enjoyed the new iPad Pro but I am returning the 12.9” I bought on Amazon to instead purchase the 11” one instead- I found it to be too large for my needs. If you prefer a larger screen for drawing I would recommend the larger one. For me, I already own a Wacom Cintiq 22” so I found it to be a bit redundant. I am looking for something more portable but I won’t deny the tablet itself was wonderful to draw with!","4.0 out of 5 stars"
"I am one to read reviews and check out what is being said about a product I buy. I was looking at iPad Pro and surface pro by Microsoft. I watched YouTube videos asked people I know with the products and decided on iPad. I got affinity designer and procreate right after because I am an artist and wanted to see how iPad handled for art. AMAZING THAT’S HOW😀. I was afraid because iPad only has 4g ram and less ( PC user) but iPad is amazing. I guess with the 12x processor chip some how make up for ram. I don’t know how it works but it does. I have 2 windows up with procreate and it runs smoothly. I went over to apple store and bought the 2 year insurance for $129 which allows for 2  accidents like dropping, breaking screen etc.  So just saying love this product and hope this review helps someone else😀","5.0 out of 5 stars"
"Bought this for school and learning piano. I use a couple different piano apps to teach myself how to play. It has a great microphone for that.Also like to watch movies while I work. Obviously it’s an iPad so it does all the stuff you’re looking for very well.64GB of space is more than enough for the average user. If you are planning on running a business I would upgrade to larger, otherwise I would just stick to the 64.I’ve downloaded multiple apps and my pictures and music and still have about 48GB free.The only downside to this is the Apple Pencil is sold separate. Not a huge thing but annoying. Also the USB C plug is a new feature that sucks when you have your house outfitted with the old plugs.Overall, 9/10 for the product. Very fast, the large screen is incredible and beautiful, Apple Pencil is great to have and helps with note taking for class or for coloring or other tasks.","5.0 out of 5 stars"
"I just bought this one as an upgrade to my old iPad and what a difference!This thing screams along fast with any task and the screen is so clear with a beautiful picture that it is almost breathtaking to sit and watch a movie on it!I have a bad back so have to lay down a lot and this makes the time go by easier whether working on typing, surfing the net, or just watching movies to pass the time.The 12.9"" screen is quite a jump from the old iPad along with the 4 speakers.  I am finding new things in movies that I have watched before and never noticed.","5.0 out of 5 stars"
"Issues out of the box with the touch screen.  I could not even set it up... appeared to be a recycled return.  Called Apple support and spent over an hour trying to figure out the problem....  Every time we think everything was working it would stop responding again.  Great customer service from both Amazon and Apple, but I had to Return it; Touch screen is too important on an IPad...","1.0 out of 5 stars"
"The Ipad came as expected no problems with shipping or anything like that but I am extremely disappointed with the Ipad itself.  It is very slow.  I bought it to use for college and in class, the students with computers are always so much faster than I am when we are all inputing data in google doc.  Huge lag time between loading a website and being able to cut paste information from the website to the google doc.  I found myself sitting there waiting to be able to get the screen after touching it both with my finger and the mouse I purchased to even be able to begin copying it.  Then when I flipped over to the google doc, I had to sit there and wait (more lag time) to paste it into the google doc.  We have an old Macbook at home that's like 10 years old and it loads faster than the Ipad Pro.  Wish I could return it but bought it before Christmas and didn't really use it until after classes started this week.","3.0 out of 5 stars"
"I only use the IPad Pro versions. This new bevel-less one, is the best by far. The battery is far better than the old one. The screen quality is darker, more robust than earlier versions. I did not get the cellular this time around because I felt it was draining the battery. I may be wrong about that so don’t quote me. It was just a feeling. I now use my phone as a hotspot instead when I have no WiFi. Could not be happier with it. All apps open far faster with this version. The CPU is a beast. Great product.","5.0 out of 5 stars"
"You may complain about the price but in 5 years my Ipad Pro 12.9"" will still be working and you'll be on your third cheap-o pad. Apple isn't the leader they used to be, the competition has even surpassed them in many areas. But I still think they make the best Ipad's out there, with models, sizes, and price points for everyone. I really love my 12.9"", and would purchase it again. Combined with an Apple Pencil and a nice leather cover from Pad & Quill and you'll have the nicest Ipad in the room. I enjoy sitting and taking notes writing with my pencil. And the video is amazing. You know you want one. Go ahead and get it. I said it's okay!","5.0 out of 5 stars"
"This is a must have tool for artists, the apple pencil is so precise you forget you are drawing on a screen, I got it, because I draw anime and manga and I prefer a digital tablet rather than pencil and paper, after you try this, you will forget about drawing on paper, digital is the only way to go.... IMO  If you are an artist buy it, if you are not an artist.. keep the 10.5 older version, there is really no difference... between the newer 10.5 and the older other than the missing home button... but the 12.9 is a definite upgrade... the apple pencil version2 is also more precise and more comfortable to hold and draw with, charges quickly and attaches easily with an internal  magnet.","5.0 out of 5 stars"
"I am a Wacom user and have no issue with them, but since my back injury, I had to figure a way to work on the bed or couch here and there. Since my Wacom is 27 inch, not an option to carrying around. I choose Ipad pro. Since there were people complaining about tablet getting bent, I got a few gears to prevent issues. My Ipad pro works great. I am mainly using Procreate for drawing simple line art. Fast responding and no delay. Very happy with the result. I still work with my computer and Wacom but for simple line art job? it became a thing to do with Ipad Pro.","5.0 out of 5 stars"
"I pad froze during first start up. apple told me I needed to buy a 30 dollar usb connector to hook it up to a computer. To in freeze the I pad.  I guess $1300 dollars wasn’t enough.","1.0 out of 5 stars"
"Really good product. I am an artist and had been looking for a really good quality, (relatively) cheap tablet to get back into digital drawing. I settled on the IPad, rather than something like Wacom, for the price range. I bought the Apple Pencil as well and using it on the IPad is a breeze. It works just like using a pencil on paper and I can vary the strength of my lines exactly the same way. The touch screen is very responsive to either finger touch or the Apple pencil.The only complaint I have is that the tablet was quite a bit bigger and a bit heavier than I was expecting and that is on me. Because of the weight and size, it makes it difficult to just hold the IPad and draw. I have to use a table or other flat surface. However, as I mentioned, that is on me and not the product. Otherwise, I really like the size of the tablet for drawing purposes.","5.0 out of 5 stars"
"So i order the 512gb but got a 64gb. So i decided to get a replacement for that one, but got another 64gb and then i order another replacement and got another 64gb. Not sure whats going on but feel like they don't have any","1.0 out of 5 stars"
"Apple certainly did a great job with this ipad series. I think they are really starting to grasp what this product line should be all be it nearly 10 years later. I strongly recommend this Ipad if you are gonna be using it for these purposes.Note TakingDrawingProductivity i.e. MS office (word, excel, powerpoint, etc), light video and music production.Browsing the web and video content consumptionProgramming on the goIf  you can justify the price for what you are gonna do with the Ipad I doubt you will regret your purchase. Its the best tablet in the market right now and will become more capable as Apple releases new software features through updates. The only con here is the battery life which is rather low as mine lasts barely 5 hours right now.","5.0 out of 5 stars"
"It started out fine. I would say the screen was great. I bought the pencil at the same time and have to say very happy with the pencil in the app procreate. Overall the tablet is fast and responsive and could play any mobile games on high graphics with no issue.That aside something went wrong. I work in a lab so we are classified as essential workers. We have all been doing very long hours, so I haven't had time to really play with the tablet and I don't even know when the marks showed up. It was sitting on a desk next to a desktop.  But the screen looks almost melted in spots. I was pretty much like wtf, and sent it in for repairs after talking to someone on the support chat.It got received and now they say:""Update your repair.Our technicians carefully inspected your product and found an issue that wasn’t mentioned in the original repair request. You can find more information on your repair listed to the right.If you wish to proceed with the repair, please approve the updated repair cost listed below. We can also send your device back to you unrepaired at no charge.There is damage to the display that is not covered by Apple's Limited Warranty, an AppleCare plan, consumer law, or the original quoted cost of the repair.""I tried calling and couldn't get through, so I opened a support text chat and she couldn't tell me anything and couldn't get anyone that I could talk to. She couldn't even tell me about what the technicians must have reported. They don't seem to have good ways for their staff to actually help people. If you are going to imply it was my doing you better tell me how I accomplished it at the very least.I cannot for the life of me think of anything that is in my house that could damage the glass in such a way. Especially when I wasn't even home. Looks like I either have to pay almost half of what the product originally was to get it fixed ($640+tax) on a tablet that isn't even a year old or just take the L. Now I have a useless apple pencil. I honestly recommend the tablet when it works but if this happens you are not going to get help for it. Which is a major turn off for me and probably a lot of people. I should have never gotten an apple product but while I love my wacom tablets they are not portable. But this was such a waste of money.Think long and hard if you want to risk getting one.","1.0 out of 5 stars"
"As a professional artist who has been using the 9’7 inch 2015 iPad Pro with Apple pencil for four years, this was a big upgrade.I was originally concerned about upgrading because of the reports late 2018 early 2019 about “bent” iPads coming straight out of the box. However, I took the risk and I’m glad I did.The iPad was NOT bent, despite me purchasing the cellular model (which was thought to be more common for bends due to production process) and it arrived in all its glory.The bigger screen is perfect for anyone in animation or art industries, but if you’re looking to get an iPad for entertainment purposes such as Netflix and social media, I’d suggest save your money and aim for the smaller one.Overall, it’s a great purchase and I’m very happy with mine.","5.0 out of 5 stars"
"I have owned an original iPad Air, a first generation iPad Pro 12.9, and an iPad Pro 10.5. This is the best iPad I have ever owned by a significant amount.Face ID works flawlessly for me and is a game changer for opening the iPad. It is quick, simple and effective. And it gets better with use. It works for me in all lighting conditions, whether I have my glasses on or not and from multiple angles and distances. The only time it fails is if I am blocking the front camera with my fingers, and it nicely tells me of the problem.The performance is phenomenal. Particularly the smooth scrolling is an upgrade from my 10.5 iPad Pro. I use the tablet 4-5 times a week to run Zwift, which is graphic intensive and the iPad performs flawlessly. For using Zwift, the bigger screen is a nice upgrade for me. Thermally, my iPad Pro 10.5 got pretty warm running Zwift, but this one does not.The bigger screen and improved performance also make running Screens and Jump Desktop to access my Mac remotely a lot better. It is really almost like being at my Mac's keyboard.The USB C connector is another big upgrade. I have used a USB C to Display Port adapter (from Apple) to connect this iPad to a 4k monitor. Compared to using an HDMI adapter to do this with my iPad 10.5, there is no distracting display lag when using a mouse in iPadOS and the display quality is also better.Although this unit cost me $1,050 including the Apple Smart Keyboard Folio, it was well worth it.","5.0 out of 5 stars"
"I bought this primarily for drawing/design work and I absolutely love it! It does a lot and will only do more when iPad OS is released. I love literally everything about this product.I have looked into getting Wacom drawing products where you can draw right on the screen and they all look clunky compared to this and require connection to a separate computer for use. To buy a Wacom product that has a computer built in costs three times the cost of the iPad Pro.I have done multiple art pieces on this and love using it with the Apple Pencil. It is the artist tool I have been looking for!","5.0 out of 5 stars"
"I resisted going for the apple ipad for a long time. As a PC and wacom fangirl I have long snubbed apple products as overpriced and not powerful enough for robust applications. But since my wacom is old as dirt and I was tired of being tied to my work station I was looking to upgrade. Wacom products are stupid expensive in comparison to this ipad so I decided to give it a shot.My goodness I am so happy I purchased this product, I really couldn't love and appreciate it more. I was a little disappointed finding out that a full form Photoshop was not actually coming to IPAD ( only a lite version) since I almost exclusively use Photoshop at the time of purchase.....but between clip studio paint and procreate for ipad ( and hopefully more apps in the future) I have really come around to using the ipad for my day to day drawing ( though sometimes I still need to take files to PS in order to use PS features not available on the procreate....like no gradients in procreate)All in all this product is so amazingly light and portable that I really feel way more free, and more capable of acting on my moments of artistic inspiration when I am out and about then before. Now that I don't feel tethered to my desktop computer  I think I am more productive.  This ipad is responsive, beautifully designed, intuitive to use, and the pencil+pressure sensitivity is top notch.I bought the ""paperlike"" screen protector because I personally do not like using the apple pencil on the smooth glass screen and not feeling any tactile Resistance.Positives: ridiculously lightweight and intuitive, beautiful designed, and  excellent responsiveness. Screen is a great size for artists.Cons: Fragile due to lightweight build, but I bought mine and put it in a case immediately so there has been no warping or bending despite everyday use. A case is necessary. This version might be a little too big for casual user, meaning if you want this device primarily for watching videos and not art/work  then it is a little too big.I'm so happy I bought this, no regrets despite the price. I may not be a fan of all apple products or price points...but this item is a big win.","5.0 out of 5 stars"
"I bought this (12.9” 256gb) as an artist, not as a casual consumer - and I’ve entirely replaced my Wacom devices with this big boi now.I was a little hesitant when buying and during shipping but as soon as I started drawing in Clip Studio and Procreate I was instantly sold. This is hands down the best experience on the market for digital drawing. It feels so crisp and clean.I use a tempered glass screen protector but a lot of artists swear by matte covers - don’t be swayed if it’s not your thing. Matte SEVERELY hinders your visual quality on the tablet. I work professionally as an artist and have zero issues working on tempered glass and I get to stare at that beautiful Retina display all day long, love it to pieces.Apple has really stepped up their game with this product and I’m honestly very impressed. As long as they don’t do anything dumb like trying to sell a monitor stand for $999 they’re in great shape. ;)","5.0 out of 5 stars"
"I use this item mostly for my own learning. Just like you see on the online tutorials, I open 1/2 the page o Goodnotes and the other half to either my online course content or my text book and take notes! Its great. I do wish I could use a full-scale Word (not 365 or Google Docs) but it's a great tool for just that. The Apple Pencil works great for fine note taking and diagram drawing. The Logitech slim folio keyboard works perfectly (one tiny known bugaboo is that it doesn't tilt the iPad and the best angles but that's easily addressed with anything you might have).","5.0 out of 5 stars"
"Package arrived on time and undamaged.  This gen 3 is so much faster than my older gen 1!  I sure do miss the button though since it’s a pain to swipe diagonally on the screen to close an app.  It seems like the screen is the same size but the border is gone which had that button!  3/4 of an inch smaller but I want the button back!!!  GIMME THE DANG BUTTON BACK!!!!","4.0 out of 5 stars"
"I had the 9.7” iPad Pro when my daughter broke my mini.  All of my iPads are cellular including this one.  I am an artist and I love the larger screen, which enables me to draw “big”.  It’s possible on others as well, but much easier on this.  Face ID works at any angle.  The screen is where I fall out.  My last iPad didn’t have a screen protector for two years and no damage.  I had this one for less than two weeks and have small cracks all over the bottom from the same pressure I put on my previous iPad Pro.  I love the usb-c charging port and adapters for it.  It provides better accessories because it’s going to be the new universal standard.  I love this and the magnetic way to charge the pencil is better than the previous version as well.","4.0 out of 5 stars"
"I bought this cuz I heard the full photoshop for iPad would be released soon. I also didn't want to buy a new high resolution monitor to replace a perfectly good monitor. My photos from my Nikon Z6 look great on this iPad. It also handles 4K video with no problems, where my laptop, which works great for most thing I need it for, was struggling with 4K videos. I don’t use it as a laptop replacement, though for a lot of people it could fill that job with no problems. The pencil I got for it is really worth it also, it’s not like a magical device, but it is very handy and useful.","5.0 out of 5 stars"
"I specifically got this to replace my phone. This device is a data only device. Having it say ""Wifi+Cellular"" is misleading. It will only let you use cellular for internet only. Do not expect to send calls or messages through SMS, and you will need to get a new number and use a text/msg app. This thing is great, but the whole reason to get this thing was to completely replace my phone. I will never recommend thing thing to anyone. Don't say your device is cellular if it doesn't have cellular capabilities!","1.0 out of 5 stars"
"This is my 5th iPad and my 2nd iPad Pro.  That sounds like a lot of tablets but since Apple offers so much new technology, it almost requires constant updates.  I had the first version and it was game changing.  Then there was the Air which was so much lighter.  When they first offered this largest size in the Pro, I bought one.  With this current version, you still get the same large screen but in a smaller footprint.Of course, the newest is my favorite.  The processor is much faster.  The screen quality is the best yet.  The camera is the best yet.  What’s not to like?  Will they replace it with something better?  Of course, but why wait.  I will enjoy this one until the next best thing comes out.","5.0 out of 5 stars"
"So anyone who knows Apple knows they are pricy, but trust me when I say you get exactly what you pay for. I had no issues with shipping, not even the box was damaged upon arrival. The screen has insane resolution, and the applications used by professionals are very cheap, I guess it makes up for the initial price of the product.Let me give just a bit of background. I have been using multiple types of media for years now, ranging from pencil, to watercolor, to pastel, oil... you name it. As a next step, I purchased the iPad Pro along with an Apple Pencil, and after getting a 10$ app called procreate, I can say ALL of the skill I have developed through traditional media translates directly into this. Unfortunately I can only speak as and artist, and I don't know about the quality of the music/professional/buisiness apps, but if you are wanting to upgrade your art arsenal, I would recommend this IPad every day of the year.","5.0 out of 5 stars"
"I like the big screen and power for gaming but beware if you game on it and hold it from the corners your hand will start hurting cause it stabs it, and i mean one game of PUBG and it was hurting enough to not wanna play it. You can get one of those latch on controllers for it tho but i suggest iPad mini for gaming cause its way lighter and just because the pro is only 1.5 pounds the size of it makes it more difficult to hold, i have the regular iPad which is 1.8 pounds and you can hold that all day... Also i 3 starred touch screen cause sometimes when i press the shoot key it stutters and doesn’t shoot automatic which gets me killed sometimes, i just got the iPad Pro and it started happening day 1...","5.0 out of 5 stars"
"I wish I knew how good iPad Pro was. I've been using this iPad pro to replace my MacBook Air. Bettet battery life, better screen experience and flexible rotation. I purchased apple keyboard with it. Only compliant is no escape key. Other than that, the touch screen make the website browsing more smooth. I can keep telling people how much I like this iPad for hours. Do some research, read some discussion before you purchase. It'll help you transition better!!","5.0 out of 5 stars"
"Was setting up, when it restart and then just stuck there.","1.0 out of 5 stars"
"I got my new iPad Pro at the end of April, after upgrading from my old original iPad Air and I have been learning how to use the Face recognition software and the new Apple 2 pencil. The Pro is great and I'm glad that splurged out on the 12.9"" iPad Pro and I love it. Its great device with amazing screen images and despite my new iPad being bigger than my Air, it still really easy to use especially with the new smart keyboard.","5.0 out of 5 stars"
"I see more and more people abandoning paper notebooks and using iPads to take lecture notes, so I decided that it's time for me to do the same (I am a researches and I use it for work). No regrets! It's really convenient, and I even use digital notes to do calculations ""by hand"" -- those that I would normally do on a regular paper.The touch screen is a bit too sensitive, and I wish I were able to just rest my hand on the screen while writing notes -- just like with your regular paper (I do it anyways, but sometimes it causes glitches).I also use it for other purposes: basically, it often replaces a laptop for me. I especially like that there are a lot of high quality apps for musicians (my hobby :)).Unfortunately, though, it's a greedy Apple's product, so don't expect too many free apps in the store.","4.0 out of 5 stars"
